source,target,weight
1106608,1120791,2
1106608,1353272,3
1106608,1621976,1
1106608,414383,1
1106608,411847,3
1106608,522780,3
74418,174176,1
74418,519757,1
74418,1632846,1
74418,1404544,1
1106615,1348572,4
1532603,1166031,1
1532603,674784,1
1532603,578025,1
1532603,479773,1
1532603,1141392,1
1532603,1146117,3
1622730,1296045,1
1622730,1590368,1
1622730,892480,1
1622730,717431,1
1622730,791193,2
1622730,961057,1
1622730,1363641,2
1622730,292799,1
1622730,772395,1
1622730,173027,2
1622730,1551825,1
1622730,1535952,3
1622730,1282961,2
25307,467782,1
516831,1488390,1
516831,1201617,1
516831,95381,1
516831,327052,1
869092,1249872,1
869092,828254,1
500453,1700568,2
500453,1027597,1
500453,510171,2
1590006,799854,1
1590006,1200210,1
484089,1576968,1
484089,925471,1
484089,340197,1
819965,829280,1
819965,616986,1
819965,233684,1
819965,1256148,1
819965,1447156,2
819965,1264443,1
197380,648356,2
197380,1231858,1
197380,1669507,1
197380,955177,11
197380,1577302,1
426757,426762,1
426757,38558,1
426757,634500,1
426762,634500,1
426762,38558,1
1000216,1104681,1
1000216,4281,1
1000216,1263588,1
287512,1228620,1
287512,1650248,1
287512,273849,1
287512,280983,4
287512,1484773,6
287512,1210901,1
246554,346993,1
246554,558929,1
549659,629324,1
549659,915962,2
1540893,1632015,1
1540893,1623538,1
1540893,1151075,1
1540893,157233,1
246558,747182,1
860965,1257395,3
860965,210907,3
860965,752579,1
860965,1105608,2
860965,130178,2
860965,455439,1
860965,452511,1
860965,813692,3
860965,1199435,3
860965,1207705,3
1565480,780681,1
1565480,1151075,1
1565480,157233,1
1565480,916684,1
1565480,301976,1
467757,582533,1
1688381,585192,1
828222,982879,1
828222,750091,1
1590080,982879,1
1229638,1160999,1
467782,580031,2
467782,535243,1
467782,321727,1
467782,1353779,2
467782,14835,2
467782,1420754,1
467782,81172,1
467782,202517,1
467782,255959,1
467782,958113,1
467782,959628,1
467782,1582200,1
467782,1535952,2
467782,1610088,2
467782,25573,1
467782,914499,1
467782,392161,2
467782,56464,1
467782,1481761,3
467782,591564,1
467782,99735,1
467782,1167146,1
467782,191084,1
467782,955206,1
467782,51174,1
467782,474435,1
467782,910910,2
467782,1250488,1
467782,309320,1
467782,1055498,1
467782,486198,1
467782,1322482,3
467782,1157474,1
467782,1272562,1
467782,1568081,1
467782,491094,1
467782,573221,1
467782,563144,7
467782,486465,1
467782,1586776,1
467782,1336408,1
467782,7684,1
467782,448960,4
467782,1607088,1
467782,1209079,1
467782,551002,3
467782,747182,1
467782,93553,1
467782,813692,1
467782,1539187,2
467782,258819,1
467782,519003,1
467782,1523592,1
467782,179354,1
467782,1255005,1
467782,26340,3
467782,596135,2
467782,448810,2
467782,892480,2
467782,116492,1
467782,346573,4
410444,812244,1
410444,358450,2
410444,277302,2
410444,314160,1
123733,1535952,1
123733,1708017,1
123733,458183,1
123733,1481761,1
123733,349846,1
123733,1636011,1
123733,1263497,1
123733,535649,1
123733,1106990,1
123733,448960,1
828254,1249872,1
828255,1627249,2
1213282,479588,2
1213282,1674632,1
1213282,364977,1
1213282,1708463,4
1213282,747182,1
1213282,480168,1
1213282,174176,1
1213282,954889,2
1213282,431339,2
1213282,1043986,1
1213282,1668674,1
1213282,361701,1
1213282,1407000,1
1213282,56325,2
844644,269891,1
844644,379509,1
1426294,481587,1
1426294,1400689,1
131959,1100562,1
131959,1513110,1
131959,280493,1
1221501,1618604,1
1221501,1033747,1
1221501,60561,1
1688455,191139,1
1688455,991043,1
1057672,882302,1
1057672,589078,1
910242,1246704,15
910242,490858,28
910242,186443,10
910242,822803,1
910242,244431,12
910242,373299,2
910242,717431,1
910242,1604099,1
910242,1211978,1
910242,586037,5
910242,1686278,1
910242,274233,1
910242,813692,2
910242,124586,1
910242,31302,1
910242,126337,12
910242,202517,1
910242,15378,2
910242,1272562,1
910242,316731,1
910242,1217997,1
910242,194979,14
910242,628163,1
910242,397352,1
910242,130178,2
910242,1322351,1
910242,1259887,13
910242,617149,1
910242,130150,15
910242,1250488,4
910242,1260670,2
910242,190304,9
910242,1700072,1
910242,941533,1
910242,528742,1
164773,1289859,1
164773,444422,1
164773,1190677,1
164773,5836,1
164773,212874,1
336815,584845,1
66479,1262548,3
66479,863220,1
582577,812111,1
582577,1136416,2
582577,1259887,1
582577,1255084,1
582577,1250488,3
582577,991101,9
582577,354420,1
582577,179354,1
582577,179279,3
582577,528742,7
582577,1423563,1
582577,470722,1
582577,552764,1
582577,53618,1
582577,244431,6
582577,378997,1
582577,1200218,1
582577,186443,1
582577,1246704,6
582577,126337,4
582577,373299,1
582577,42308,1
582577,1482204,1
582577,1174026,1
582577,595726,3
582577,1505117,1
582577,645176,1
582577,331047,2
582577,1030937,1
582577,255959,1
582577,471301,3
582577,726643,3
582577,490858,1
582577,1201617,1
582577,1535083,1
132025,1060080,1
132025,1536579,1
1270718,850174,5
1270718,972222,1
852932,1127770,4
852932,1274065,1
852932,1401911,1
852932,338605,1
852932,1268943,1
1631177,1487835,2
1631177,1700072,1
1631177,1088800,1
1631177,1631182,1
1631177,648356,1
1631177,301403,1
1631177,1649672,1
811978,309699,2
1590221,1094175,1
1590221,872815,1
1590221,772395,1
1360851,1492117,1
1360851,1697595,1
1360851,79115,1
1360851,591286,1
1262548,1354412,1
1262548,179279,8
1262548,244543,2
1262548,921111,1
1262548,841019,1
1262548,842401,2
1262548,535243,1
1262548,331047,1
1262548,1511564,1
1262548,1594841,1
1262548,1272562,2
1262548,1055993,2
1262548,1700072,2
1262548,1014848,2
1262548,829860,1
1262548,1088800,3
1262548,1151075,1
1262548,1460310,1
1262548,433686,2
1262548,1649672,1
1262548,715820,1
1262548,1091809,2
1262548,453937,2
1262548,1228782,1
1262548,391709,1
1262548,1398858,1
1262548,1682255,1
1262548,974713,1
1262548,561260,1
1262548,1539187,4
1262548,1010178,1
1262548,1022246,1
1262548,772395,1
1262548,52673,2
1262548,52538,2
1262548,307990,2
1262548,431339,4
1262548,1423563,2
361427,1571947,1
361427,86208,1
361427,1676465,2
361427,249757,1
787415,1460310,1
730082,1423563,2
173027,892480,1
173027,1535952,1
173027,772395,1
25573,1523592,1
25573,491094,1
680933,174556,1
74733,977712,1
410611,1487137,1
410611,834284,1
115700,194977,1
590846,1620997,5
590846,1656699,1
558082,1662420,1
558082,192560,1
1500165,1505117,5
1500165,1313648,1
803848,1174026,2
754701,331047,1
754701,392181,1
58391,309699,1
689179,991043,1
689179,1272562,1
689179,1700072,1
689179,264587,1
689179,346573,1
689179,772395,1
689179,829860,1
689179,331047,1
1254431,1419358,1
1254431,346993,1
1254431,293380,1
1254431,1199221,1
721954,1120791,2
721954,1353272,3
721954,1129143,1
721954,522780,3
721954,961706,3
721954,13982,3
721954,780681,3
721954,479068,2
721954,1316063,2
721954,411847,3
681001,31302,1
681001,1212385,1
1106990,458183,1
1106990,349846,1
1106990,1535952,1
1106990,1708017,1
1106990,1636011,1
1106990,535649,1
74805,34102,1
74805,1189449,1
1401911,338605,1
1401911,1274065,1
1180741,1705773,1
1180741,842401,3
1180741,977489,2
1573963,1430431,2
1573963,96050,2
812111,354420,1
812111,991101,1
214101,946877,1
214101,520031,2
1336408,914499,1
1590368,92426,2
1590368,292799,1
1590368,479903,1
1590368,1563993,1
1590368,1650248,1
1590368,1338755,1
1590368,186443,1
1590368,174176,1
1590368,1551825,1
1590368,1209079,2
648291,1527310,1
648291,349719,1
1246311,1263588,1
1246311,1535719,1
386160,1467644,1
386160,993876,1
885877,1201617,1
885877,1353779,1
885877,838224,1
1066102,528742,1
1516661,757614,1
1516661,397352,1
1516661,989923,1
1582200,1263497,1
1582200,1255005,1
1582200,130178,1
1582200,448960,1
1582200,773918,1
1582200,1481761,1
1582200,51174,2
320635,337859,1
320635,1412562,2
320635,1224694,1
320635,481587,2
320635,1659293,1
320635,1120534,2
320635,1120300,1
320635,1373505,2
320635,573215,2
320635,1200210,1
959628,474435,1
959628,321727,1
959628,1167146,1
1500304,1256148,1
1500304,1616521,2
1344659,334053,1
1344659,723460,1
1344659,1675707,1
1385621,645694,1
1385621,2087,1
1385621,1129504,1
1385621,676801,1
1492117,1697595,1
1492117,591286,1
1492117,79115,1
1582231,1091809,1
1582231,1312575,10
1582231,338605,4
1582231,1691205,1
1107102,1192281,1
967844,928647,2
967844,1646064,1
967844,1646424,1
967844,961179,3
967844,1547414,1
967844,1481761,1
648356,1669507,3
648356,833744,1
648356,1175472,1
648356,322073,1
648356,1577302,2
648356,1649672,1
648356,228653,2
648356,1619084,1
648356,612714,1
648356,451927,1
648356,1129504,1
648356,301403,1
648356,1700568,3
877734,423940,4
877734,1426992,1
877734,364739,3
877734,1036060,4
877734,931845,1
877734,476648,1
877734,1561708,1
877734,604371,3
484531,495864,1
484531,381057,1
484531,1014848,1
484531,1482204,1
484531,52673,1
779445,495134,1
779445,1061868,2
42172,1578709,2
42172,1600099,2
42172,1198370,2
877759,1634514,1
877759,521934,1
877759,1649672,1
574655,244431,1
574655,292846,1
574655,1535083,1
1352904,52673,1
1352904,1658892,1
1352904,517580,1
1352904,1616693,4
1352904,1700072,2
1352904,740677,1
1352904,1071670,1
1352904,1628620,2
812244,314160,1
812244,277302,1
812244,358450,1
812244,1460309,1
812244,244543,1
1156317,31302,1
1156317,755555,1
1156317,948118,1
1180896,12468,1
1180896,407633,1
1180896,894978,1
1180896,109448,1
1180896,643527,2
1180896,658579,1
1180896,1673783,1
1180896,52673,1
1180896,1506751,1
1180896,330279,1
50401,1370472,1
50401,361778,1
50401,280983,1
361701,56325,1
361701,95381,1
361701,479588,1
361701,1708463,1
361701,354826,1
222438,781858,2
222438,51487,1
1197287,879928,1
1197287,266894,1
1197287,1378020,1
1197287,1193837,1
1197287,972342,1
1705192,1585666,2
1705192,1487835,2
1705192,617149,2
1705192,1231858,2
1705192,1649672,2
1705192,1201617,2
1705192,1322351,2
1705192,289332,2
1705192,1650248,2
1705192,373299,2
304360,1022246,2
1467644,993876,1
804093,1149956,1
804093,154798,2
804093,314388,1
804093,700758,2
771336,728764,1
771336,408035,1
771336,538061,1
394507,414383,1
861470,780681,1
861470,1151075,1
861470,1318421,1
861470,1088800,2
861470,1539187,2
1197346,865728,1
1197346,956297,1
1197346,731784,1
312619,708510,1
312619,784566,1
312619,1481761,1
361778,791464,1
361778,280983,2
361778,1175063,1
361778,1370472,1
156979,955206,3
156979,551653,3
1557813,146007,2
34102,1189449,1
1623353,151059,1
58682,1287648,1
58682,331047,1
58682,157233,1
1533242,1460309,1
1549628,596135,1
656706,685337,1
656706,566602,1
656706,661671,1
656706,666081,2
656706,1690019,2
288066,235285,1
288066,1635526,1
288066,275311,1
288066,233603,1
42308,1091809,1
42308,1211978,8
42308,1440779,1
42308,924807,1
42308,338605,1
42308,991101,1
42308,23175,1
42308,1686278,5
42308,921111,7
42308,740913,1
42308,470722,1
42308,1272562,2
42308,391709,1
566602,685337,1
566602,1690019,1
566602,666081,1
566602,661671,1
1287500,15458,1
1287500,1695720,1
1287500,333986,1
1287500,331126,3
1287500,1705773,1
1287500,1085706,3
1287500,1211978,1
1287500,1332287,2
1287500,1201617,1
1287500,518350,2
1287500,73542,7
1705294,1711320,1
1705294,1579608,1
1705294,1519859,1
1705294,144246,1
451927,228653,1
1361246,1358281,1
247144,1616693,1
247144,570910,1
1598825,1201617,1
1598825,1158890,1
1598825,435763,1
566633,1595314,1
566633,349719,1
1262960,157233,1
1697147,850174,1
1172860,422072,1
1172860,1263739,1
1172860,830325,1
1639812,1473532,1
99716,1484773,1
99716,397352,1
99716,1461541,4
99716,1022582,3
1205642,558929,5
1672598,1586776,1
1672598,1166595,1
1672598,462018,2
1672598,468507,1
99735,1628620,1
99735,1272562,1
99735,513442,1
99735,1650248,1
99735,1430431,1
99735,617149,1
812440,1347381,1
812440,391655,1
812440,490149,1
812440,538061,1
812440,1151583,1
812440,1099809,1
1680799,628086,2
1680799,547963,2
1607088,1610088,1
1631669,747478,1
165302,653701,1
591286,79115,1
591286,1697595,1
353726,1109463,2
353726,1656699,1
353726,367336,1
353726,641235,1
157120,1674632,1
157120,1001240,1
517580,1700072,1
517580,1628620,1
615884,946877,1
615884,1699781,1
435663,253881,2
435663,584845,2
1238491,629534,1
1287648,331047,1
1287648,157233,1
1615329,1174026,1
476648,604371,1
476648,1561708,1
476648,1036060,1
476648,423940,1
533994,1174026,1
533994,519003,1
533994,1342727,1
533994,1441762,1
533994,225752,1
533994,1014848,1
533994,1317376,1
533994,250501,1
533994,1535719,1
337387,86255,1
337387,920795,1
337387,945028,1
337387,750523,1
1345005,1706905,1
1345005,1201504,1
1345005,659309,1
1345005,424467,1
1345005,358036,1
501230,1163068,2
501230,1001796,2
501230,1646058,2
501230,268106,2
796143,765414,1
796143,1646424,1
1246704,1259887,10
1246704,1706811,1
1246704,1201617,1
1246704,194979,10
1246704,186443,1
1246704,1001910,1
1246704,1535083,1
1246704,126337,13
1246704,1136416,1
1246704,1250488,3
1246704,490858,13
1246704,130150,14
1246704,331547,2
1246704,586037,1
1246704,495722,1
1246704,1372996,2
1246704,957948,1
1246704,528742,2
1246704,244431,5
1623538,925471,2
1623538,1104560,5
1623538,1151075,6
1623538,930598,1
1623538,1616693,10
1623538,826409,1
1623538,1055498,4
1623538,649308,1
1623538,495864,5
1623538,368449,1
1623538,52673,2
1623538,591961,2
1623538,244543,1
1623538,232130,2
1623538,1088800,1
1623538,157233,4
1623538,486710,5
1623538,1265361,2
1623538,1363641,5
1623538,1666135,1
1623538,1632015,4
1623538,1353779,1
746999,1119559,1
746999,319263,1
755197,945716,1
755197,629534,1
755197,756696,1
476673,487519,1
476673,1010968,1
476673,1629832,1
1607170,316569,1
1607170,1669126,1
1607170,1426992,2
1607170,1039904,1
